Interest,Work_Style,Strengths,Communication_Skills,Leadership_Skills,Teamwork_Skills,Decision_Making,Aptitude_Level,Field_of_Study,Years_of_Experience,Adaptability,Time_Management,Problem_Solving,Emotional_Intelligence,Stress_Tolerance,Learning_Style,Certifications_Count,Technical_Skill_Level,Career_Goals,Location_Preference,Willing_to_Relocate,Highest_Degree,GPA,Industry_of_Experience,Internship_Experience,Remote_Work_Experience,Risk_Tolerance,Routine_vs_Dynamic_Work,Introvert_Extrovert_Score,Creativity_Score,Courses_Completed,Work_Hour_Flexibility,Workplace_Preference,Work_Life_Balance_Preference,Salary_Expectation,Value_Priority,LinkedIn_Portfolio,GitHub_Repos,Public_Speaking_Experience,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Predicted_Career_Field
Mathematics,Flexible,Practical,High,High,Medium,Medium,Low,Statistics,1,Medium,High,Medium,Low,Medium,Reading/Writing,2,Low,Human Resources,Rural,No,Bachelors,3.06,Construction,No,Yes,High,Dynamic,High,Low,6,Shifts,Remote,Medium,>100k,Recognition,No,13,Yes,Medium,Low,High,Low,Medium,Mathematics
Medical,Flexible,Practical,High,High,Low,Medium,Low,Political Science,1,High,Medium,High,High,Low,Visual,2,Medium,Marketing,Rural,Yes,PhD,2.72,Retail,Yes,Yes,Low,Dynamic,Low,High,3,Shifts,On-site,Medium,60kâ€“100k,Security,No,1,No,Low,High,Low,Medium,Low,Cybersecurity Analyst
Marketing,Flexible,Practical,Medium,High,High,Low,Low,Journalism,18,Medium,Medium,Low,Medium,Low,Auditory,4,High,Arts,Flexible,Yes,Diploma,2.65,Retail,No,Yes,Medium,Dynamic,Medium,Medium,2,Shifts,Hybrid,Medium,>100k,Innovation,Yes,11,Yes,Medium,Low,Medium,Low,High,Finance
Education,Collaborative,Strategic,High,Medium,Medium,Low,Low,Marketing,19,High,High,High,Medium,High,Visual,2,Low,Public Relations,Rural,Yes,PhD,2.88,Construction,Yes,No,Low,Dynamic,Medium,Medium,7,9â€“5,Remote,High,>100k,Helping Others,Yes,16,No,High,High,Low,Low,High,Social Media Manager
Business,Flexible,Analytical,Low,Low,High,Low,Medium,Accounting,16,Low,Medium,Low,High,Medium,Kinesthetic,3,Medium,Legal,Urban,No,Bachelors,2.59,Finance,Yes,Yes,High,Dynamic,Medium,Medium,8,9â€“5,Remote,High,>100k,Recognition,Yes,19,No,Medium,Medium,Low,Medium,High,Teaching
Hospitality,Flexible,Analytical,Medium,High,Low,Medium,Medium,Psychology,14,High,Medium,Medium,High,Low,Kinesthetic,2,Medium,Medical,Rural,No,Bachelors,3.68,Education,Yes,No,High,Dynamic,Low,Medium,4,Shifts,On-site,Medium,30kâ€“60k,Security,Yes,15,No,Low,Low,High,Medium,High,Logistics Manager
Legal,Independent,Strategic,Low,Low,High,Medium,Low,Marketing,1,Medium,Low,Low,Medium,High,Reading/Writing,0,Medium,Hospitality,Flexible,No,Masters,3.91,Arts,Yes,No,Medium,Dynamic,Medium,Medium,8,Freelance,On-site,Medium,60kâ€“100k,Security,Yes,14,Yes,Medium,Medium,Low,High,Low,Doctor
Technology,Collaborative,Analytical,Medium,Medium,Low,Medium,Medium,Information Technology,0,Medium,Medium,Medium,High,Medium,Visual,4,Medium,Hospitality,Flexible,Yes,PhD,3,Law,Yes,No,High,Routine,Low,Medium,2,9â€“5,Hybrid,High,60kâ€“100k,Security,No,13,Yes,Medium,High,Medium,Medium,High,Mechanical Engineer
Medical,Independent,Strategic,Low,Low,High,Low,Low,Economics,16,High,Medium,Medium,Medium,Low,Reading/Writing,2,Medium,Sales,Flexible,Yes,Bachelors,3.97,Retail,No,Yes,Low,Routine,High,Low,2,Shifts,On-site,Medium,60kâ€“100k,Security,No,3,Yes,High,High,Medium,Low,High,Flight Attendant
Education,Flexible,Analytical,High,Medium,High,High,Medium,Mechanical Engineering,13,Low,Low,Low,High,High,Auditory,5,Low,Legal,Rural,No,PhD,3.83,Construction,No,Yes,Medium,Dynamic,Medium,High,7,9â€“5,Hybrid,High,<30k,Security,Yes,14,Yes,Low,Medium,Low,Medium,Low,Therapist
Journalism,Flexible,Analytical,High,Low,Low,Low,Low,Psychology,1,Medium,Medium,Low,High,Medium,Kinesthetic,2,Medium,Design,Urban,Yes,Diploma,3.28,Law,Yes,Yes,High,Routine,High,Low,1,9â€“5,On-site,Medium,>100k,Innovation,Yes,15,No,Medium,High,Low,Low,Medium,Public Relations
Design,Flexible,Analytical,Medium,High,Medium,Low,Medium,Nursing,13,Medium,Low,Medium,High,High,Visual,4,High,Lawyer,Rural,Yes,Masters,2.16,Education,Yes,Yes,Medium,Dynamic,Low,Medium,3,Freelance,Remote,High,30kâ€“60k,Recognition,No,18,No,Medium,Low,Medium,Low,Medium,AI Researcher
Doctor,Collaborative,Practical,Low,High,Medium,High,Low,Mathematics,8,Medium,High,High,Low,High,Visual,2,Low,Public Relations,Flexible,No,Bachelors,2.03,Retail,Yes,Yes,Low,Routine,Medium,High,2,Shifts,Hybrid,Low,30kâ€“60k,Helping Others,Yes,16,No,High,Low,High,Medium,Medium,Journalism
Engineering,Independent,Creative,High,Medium,Low,Medium,High,Fine Arts,14,Medium,Low,High,Low,High,Auditory,1,Low,Journalism,Flexible,Yes,PhD,2.19,Tech,Yes,No,Low,Dynamic,Low,Medium,3,9â€“5,On-site,Low,<30k,Innovation,Yes,16,No,High,Medium,High,Medium,Medium,Marketing
Design,Flexible,Strategic,Medium,High,High,Medium,Medium,Education,9,Medium,High,High,Medium,High,Auditory,1,Low,Public Relations,Urban,No,Diploma,2.17,Tech,No,No,Low,Routine,Medium,Medium,0,9â€“5,Hybrid,Medium,<30k,Helping Others,No,7,Yes,Low,Low,Low,High,Medium,Mathematics
Public Relations,Flexible,Practical,Low,Medium,Low,High,Low,History,9,Low,Medium,High,Medium,High,Kinesthetic,2,Medium,Teaching,Flexible,Yes,PhD,2.26,Arts,Yes,No,Medium,Dynamic,High,Medium,10,Shifts,On-site,High,>100k,Helping Others,No,7,Yes,Medium,Medium,Medium,High,Medium,Marketing
Sales,Flexible,Practical,Low,Low,Medium,Low,Medium,Medicine,8,Low,High,Medium,High,High,Visual,0,High,Technology,Urban,Yes,Masters,3.3,Education,No,Yes,Low,Dynamic,Medium,Medium,3,Freelance,Hybrid,Medium,60kâ€“100k,Helping Others,Yes,3,Yes,High,Low,High,Low,Low,Architecture
Engineering,Independent,Strategic,Low,Medium,Medium,Low,Medium,Education,9,High,Medium,Low,High,Low,Auditory,3,Low,Marketing,Urban,Yes,PhD,3.1,Healthcare,Yes,No,Medium,Routine,Medium,Medium,1,9â€“5,Remote,Low,60kâ€“100k,Security,No,8,No,High,High,High,Medium,Medium,Astronomer
Marketing,Flexible,Strategic,Low,Low,Medium,Low,Medium,Mechanical Engineering,14,High,Low,Medium,Low,Medium,Auditory,3,High,Legal,Flexible,No,Bachelors,2.16,Finance,No,Yes,Medium,Dynamic,Medium,Medium,9,Shifts,On-site,Medium,30kâ€“60k,Helping Others,Yes,15,Yes,High,Medium,Medium,Low,High,Consulting
Journalism,Flexible,Creative,Medium,Low,Low,Low,Low,Civil Engineering,0,High,Low,High,High,Medium,Auditory,5,High,Business,Rural,No,Masters,3.55,Healthcare,Yes,Yes,High,Dynamic,Medium,Low,3,9â€“5,On-site,High,<30k,Innovation,No,20,Yes,High,High,Medium,Medium,High,AI Researcher
Doctor,Collaborative,Creative,High,High,High,Low,Medium,Computer Science,7,Low,Low,Low,High,Medium,Reading/Writing,4,Medium,Marketing,Flexible,No,Diploma,3.01,Finance,No,Yes,Low,Dynamic,High,High,2,9â€“5,Remote,Low,60kâ€“100k,Security,No,2,No,Medium,Medium,High,Low,High,Sales
Design,Collaborative,Practical,Low,Medium,Medium,Low,Medium,Nursing,20,Medium,Low,Low,Medium,Low,Kinesthetic,5,Low,Architecture,Flexible,Yes,PhD,3.48,Healthcare,Yes,No,Medium,Routine,Low,Low,9,Freelance,Hybrid,High,<30k,Security,Yes,13,Yes,Medium,Medium,Medium,Medium,High,Veterinarian
Consulting,Flexible,Analytical,Low,Medium,Low,High,Low,Mathematics,18,Low,Low,Low,Low,Medium,Kinesthetic,2,Medium,Hospitality,Urban,Yes,Bachelors,2.52,Tech,No,Yes,High,Routine,High,High,7,Shifts,Hybrid,Medium,60kâ€“100k,Recognition,No,16,No,High,High,High,Medium,High,Geologist
Marketing,Independent,Creative,Low,Low,Medium,Low,High,Education,7,Medium,Medium,High,High,Medium,Visual,4,High,Finance,Flexible,No,Bachelors,2.7,Retail,Yes,Yes,Low,Routine,Low,Medium,4,Freelance,On-site,High,<30k,Security,No,18,No,Low,Medium,High,Low,High,Content Writer
Education,Flexible,Practical,Low,Low,Medium,High,Medium,Physics,6,Medium,Medium,Low,High,High,Kinesthetic,1,Low,Engineering,Flexible,Yes,Masters,3.41,Healthcare,Yes,Yes,Medium,Dynamic,Medium,Medium,3,Freelance,Remote,Low,<30k,Recognition,Yes,6,No,High,High,Low,Medium,Medium,Mechanical Engineer
Human Resources,Independent,Creative,Medium,Low,High,Medium,Medium,Information Technology,18,Medium,Medium,High,Low,High,Reading/Writing,4,Medium,Public Relations,Urban,No,PhD,3.01,Healthcare,No,Yes,High,Routine,High,Low,2,9â€“5,Remote,High,>100k,Security,No,16,No,Low,Low,Medium,High,High,Design
Engineering,Independent,Analytical,Medium,Low,Medium,Medium,Low,Political Science,12,High,Medium,High,High,Low,Auditory,0,High,Journalism,Urban,Yes,Diploma,3.8,Education,No,No,High,Dynamic,Medium,Medium,5,Shifts,Remote,Low,60kâ€“100k,Security,No,12,Yes,Medium,Low,Medium,Low,Medium,Game Developer
Architecture,Collaborative,Practical,High,Medium,High,Low,Low,Psychology,8,Medium,Low,Low,Low,Low,Auditory,5,Low,Lawyer,Rural,Yes,PhD,3.2,Arts,No,Yes,High,Routine,Medium,Medium,9,Freelance,On-site,High,60kâ€“100k,Recognition,No,16,Yes,Medium,Low,Medium,Medium,High,SEO Specialist
Legal,Independent,Practical,Medium,High,Medium,Medium,Medium,Marketing,6,Low,Medium,High,Medium,Medium,Kinesthetic,4,Medium,Teaching,Flexible,No,Bachelors,3.66,Education,Yes,Yes,Low,Dynamic,Low,Medium,2,Shifts,Hybrid,Medium,60kâ€“100k,Helping Others,Yes,3,Yes,High,Low,Medium,Low,Low,Data Scientist
Finance,Collaborative,Strategic,High,Low,High,Low,Low,Journalism,1,Medium,Low,Medium,Low,High,Auditory,1,Medium,Design,Rural,No,Bachelors,3.26,Education,No,Yes,High,Routine,Medium,High,8,9â€“5,Remote,Medium,<30k,Helping Others,Yes,8,Yes,Medium,Medium,Low,Medium,Medium,Flight Attendant
Arts,Flexible,Creative,Medium,Low,High,High,Medium,Medicine,6,Medium,Low,Medium,Medium,Low,Visual,0,Medium,Arts,Urban,Yes,PhD,2.96,Education,No,Yes,Low,Routine,Low,Medium,7,Shifts,On-site,Low,<30k,Security,No,16,No,Medium,Medium,Low,High,High,Finance
Lawyer,Flexible,Practical,Medium,Low,Medium,Medium,Low,Statistics,6,Medium,Low,Medium,High,Medium,Visual,2,Medium,Journalism,Urban,Yes,Diploma,2.48,Healthcare,No,Yes,Medium,Dynamic,High,Medium,1,9â€“5,Remote,Low,30kâ€“60k,Helping Others,No,19,Yes,Low,Medium,Low,Low,High,Animator
Finance,Independent,Analytical,High,Medium,High,Low,High,Biology,4,High,Medium,Low,Medium,Low,Kinesthetic,5,Low,Lawyer,Rural,Yes,PhD,3.99,Education,Yes,Yes,High,Routine,Low,High,2,9â€“5,Remote,Low,<30k,Recognition,Yes,18,No,High,Low,Medium,Medium,High,Technical Writer
Engineering,Flexible,Strategic,Medium,Low,Low,Medium,Low,Architecture,1,Low,Medium,Low,Medium,Medium,Auditory,3,High,Journalism,Flexible,Yes,Bachelors,2.63,Construction,No,Yes,Medium,Dynamic,Low,Medium,6,9â€“5,Remote,Medium,>100k,Recognition,No,5,Yes,High,Medium,Medium,Low,High,Animator
Sales,Flexible,Practical,Low,Medium,Low,Medium,Medium,Economics,5,Medium,Medium,High,Low,Medium,Kinesthetic,1,Low,Education,Urban,Yes,Masters,3.1,Arts,Yes,Yes,High,Dynamic,Low,Medium,8,Freelance,Remote,High,>100k,Helping Others,Yes,19,Yes,Medium,Medium,High,Low,High,Engineering
Finance,Independent,Strategic,Low,High,Low,Medium,Low,History,1,Low,Medium,Medium,Medium,Medium,Auditory,2,Low,Human Resources,Rural,Yes,Masters,3.95,Arts,No,No,High,Routine,Medium,High,6,Shifts,Hybrid,Low,<30k,Security,No,6,Yes,Low,Medium,High,Medium,High,Pharmacist
Hospitality,Collaborative,Strategic,Medium,Medium,Low,Low,Low,Law,0,Low,Medium,Medium,Medium,High,Kinesthetic,3,Low,Teaching,Rural,Yes,PhD,2.84,Finance,No,No,High,Dynamic,High,Medium,7,9â€“5,Hybrid,Low,30kâ€“60k,Recognition,No,20,No,Medium,Medium,Medium,Medium,Medium,Mechanical Engineer
Lawyer,Independent,Creative,High,Medium,High,Low,Low,Chemistry,15,Medium,Medium,High,Medium,Low,Reading/Writing,4,Low,Teaching,Urban,No,Diploma,2.11,Arts,No,Yes,Low,Routine,Low,Medium,10,9â€“5,On-site,Low,60kâ€“100k,Helping Others,Yes,9,Yes,High,Medium,Low,High,High,Biotechnologist
Human Resources,Independent,Strategic,High,High,Low,Low,Low,Law,6,Low,High,Low,High,High,Kinesthetic,5,High,Finance,Flexible,Yes,PhD,3.5,Law,No,Yes,High,Dynamic,Medium,Medium,8,9â€“5,On-site,Medium,<30k,Recognition,No,20,Yes,Low,Medium,Low,High,Medium,Technology
Sales,Collaborative,Practical,Medium,Medium,Low,Low,Medium,Philosophy,18,High,Low,Medium,High,Medium,Visual,4,Low,Education,Urban,Yes,Masters,2.64,Construction,No,No,Medium,Dynamic,Medium,Medium,9,Shifts,Remote,High,30kâ€“60k,Recognition,No,0,No,Medium,Medium,Medium,Medium,Low,Financial Planner
Finance,Collaborative,Strategic,High,Medium,High,Medium,Low,Mechanical Engineering,14,High,Low,Low,Medium,Medium,Kinesthetic,2,Medium,Education,Flexible,Yes,PhD,2.42,Retail,Yes,Yes,Low,Routine,Low,High,0,9â€“5,Remote,Low,>100k,Recognition,No,2,No,Medium,Medium,Medium,Low,Medium,Clinical Psychologist
Medical,Collaborative,Strategic,Medium,High,Low,High,Low,History,5,Medium,Medium,High,High,Medium,Reading/Writing,3,Low,Design,Flexible,Yes,Bachelors,3.45,Education,Yes,Yes,Low,Routine,Low,Medium,3,Shifts,Hybrid,Medium,60kâ€“100k,Helping Others,Yes,11,Yes,Medium,High,Low,High,Medium,Investment Banker
Mathematics,Independent,Creative,Medium,Low,Medium,Low,Medium,Marketing,5,Medium,Low,Low,Medium,Medium,Kinesthetic,2,Medium,Doctor,Rural,No,Diploma,3.6,Education,No,Yes,Medium,Dynamic,Low,High,4,Freelance,On-site,Low,<30k,Recognition,No,5,No,Low,Medium,Medium,Medium,High,Animator
Business,Independent,Practical,Low,Medium,High,High,Medium,Computer Science,1,High,Medium,High,Low,High,Kinesthetic,0,Low,Lawyer,Rural,Yes,Masters,2.89,Tech,Yes,No,Medium,Dynamic,Low,High,3,Freelance,Remote,High,<30k,Innovation,No,9,Yes,High,Medium,Medium,Low,Medium,Business
Business,Collaborative,Practical,High,Medium,Low,High,Medium,Fine Arts,15,Medium,High,Medium,High,Low,Kinesthetic,3,Medium,Human Resources,Flexible,Yes,PhD,3.4,Law,No,Yes,Medium,Routine,Medium,Low,3,Shifts,Remote,Low,>100k,Innovation,No,3,Yes,Medium,Medium,High,Medium,Medium,Public Relations
Hospitality,Independent,Analytical,Low,Medium,Medium,Low,Medium,Sociology,15,Low,Medium,Low,Medium,Low,Reading/Writing,3,Medium,Doctor,Flexible,No,Diploma,3.63,Retail,Yes,Yes,Low,Routine,Low,High,3,Shifts,Remote,Medium,<30k,Security,Yes,9,No,High,Low,High,High,High,Animator
Marketing,Independent,Analytical,High,Low,Medium,Low,Medium,Biology,17,Medium,Medium,High,Medium,Low,Visual,0,Low,Sales,Urban,Yes,PhD,2,Arts,Yes,Yes,Low,Routine,Medium,Low,1,9â€“5,Hybrid,High,60kâ€“100k,Helping Others,No,9,Yes,High,Medium,High,Medium,Medium,Dentist
Marketing,Flexible,Strategic,Medium,Medium,Low,Low,Low,Economics,2,High,Low,Low,Medium,Medium,Kinesthetic,0,Low,Architecture,Urban,Yes,PhD,3.58,Arts,Yes,No,High,Routine,High,Low,3,Freelance,On-site,Medium,<30k,Innovation,Yes,4,Yes,High,Low,Low,Medium,Medium,Mathematics
Consulting,Independent,Practical,Low,Medium,High,High,Medium,Marketing,2,Low,High,Low,Low,Medium,Kinesthetic,5,High,Public Relations,Flexible,Yes,PhD,3.83,Finance,No,Yes,Low,Dynamic,High,Medium,1,Freelance,Remote,High,60kâ€“100k,Recognition,Yes,13,Yes,High,Medium,Low,Medium,Low,Mathematics
Journalism,Independent,Practical,Low,Medium,Low,Medium,Medium,Mathematics,2,Low,Medium,Low,High,Medium,Auditory,3,High,Teaching,Flexible,Yes,Bachelors,2.36,Retail,No,No,Medium,Routine,Low,High,1,Freelance,On-site,Low,30kâ€“60k,Recognition,Yes,16,Yes,High,Medium,Medium,Medium,High,Clinical Psychologist
Legal,Independent,Creative,High,High,Medium,Low,Medium,Chemistry,18,Medium,Medium,Medium,Medium,Medium,Kinesthetic,2,Medium,Lawyer,Rural,Yes,PhD,2.58,Arts,Yes,Yes,Low,Routine,High,Low,9,Shifts,On-site,Medium,30kâ€“60k,Innovation,Yes,14,No,High,Medium,Medium,Low,Low,Engineering
Hospitality,Independent,Practical,High,Low,Low,High,Medium,Sociology,12,Low,Low,High,Medium,Low,Auditory,3,High,Finance,Rural,Yes,Diploma,3.61,Construction,Yes,Yes,Medium,Dynamic,High,High,0,Shifts,On-site,Low,<30k,Recognition,Yes,7,No,High,Low,High,Low,High,Content Writer
Journalism,Collaborative,Analytical,High,Medium,Medium,Low,Low,Information Technology,20,High,Low,Medium,Low,Low,Reading/Writing,4,High,Architecture,Urban,No,PhD,3.32,Construction,No,Yes,High,Routine,Medium,Low,0,Freelance,Hybrid,High,<30k,Helping Others,Yes,8,No,High,Medium,High,Low,Medium,Legal
Engineering,Independent,Creative,Medium,Low,Low,Low,Low,Philosophy,16,Medium,Medium,High,Medium,Low,Reading/Writing,0,Medium,Journalism,Rural,No,PhD,3.61,Education,No,No,High,Routine,Medium,Medium,4,9â€“5,Remote,High,>100k,Innovation,No,18,Yes,High,Low,Low,Low,Medium,Entrepreneur
Hospitality,Flexible,Strategic,Medium,Medium,Medium,Low,Medium,Accounting,17,Medium,High,High,High,Medium,Visual,2,High,Education,Urban,No,Bachelors,3.34,Construction,No,No,Low,Dynamic,Medium,High,0,9â€“5,Hybrid,Medium,30kâ€“60k,Recognition,Yes,13,Yes,Low,High,Medium,Medium,Low,Event Planner
Business,Independent,Analytical,Low,Medium,High,Low,Low,Psychology,9,Medium,Medium,Low,Medium,Medium,Visual,5,Low,Legal,Urban,No,Masters,3.46,Tech,Yes,No,High,Routine,Medium,High,7,Shifts,Remote,Low,30kâ€“60k,Innovation,No,17,Yes,Low,Low,Medium,Low,Medium,Flight Attendant
Engineering,Collaborative,Practical,Medium,High,Low,High,Low,Journalism,12,Low,Low,Medium,Low,High,Reading/Writing,3,Low,Doctor,Rural,Yes,Diploma,3.63,Arts,Yes,Yes,Medium,Routine,Medium,Low,8,9â€“5,Hybrid,Medium,30kâ€“60k,Innovation,No,18,Yes,Low,Low,Low,Medium,High,Chef
Technology,Flexible,Strategic,Low,Low,Low,Medium,Medium,Computer Science,4,Medium,Low,Medium,Low,Medium,Auditory,4,Low,Business,Urban,Yes,Bachelors,2.15,Finance,No,No,Medium,Routine,Medium,Low,2,Freelance,Remote,Medium,<30k,Recognition,Yes,19,No,High,Low,Low,Low,Low,Mathematics
Arts,Collaborative,Strategic,Medium,Low,Medium,Medium,Low,Hospitality Management,7,Medium,Medium,Low,Low,High,Reading/Writing,2,High,Marketing,Urban,Yes,Masters,3.9,Arts,Yes,No,Medium,Dynamic,Medium,Low,10,Freelance,On-site,Medium,60kâ€“100k,Helping Others,No,9,Yes,Low,Medium,Medium,Low,Medium,Animator
Legal,Flexible,Strategic,High,High,Low,High,Medium,Business Administration,2,High,High,Medium,Medium,Low,Visual,0,Low,Marketing,Flexible,No,Masters,3.14,Construction,No,Yes,Low,Dynamic,Medium,Low,2,Freelance,Remote,Low,30kâ€“60k,Helping Others,No,18,No,Medium,Medium,High,Low,Medium,Data Scientist
Mathematics,Flexible,Analytical,Medium,Medium,Low,Medium,Low,Political Science,8,Low,Low,High,Low,High,Reading/Writing,4,Low,Sales,Urban,No,Diploma,3.73,Law,Yes,Yes,Medium,Routine,Medium,Medium,5,9â€“5,On-site,Medium,30kâ€“60k,Recognition,No,2,Yes,High,Medium,Low,High,Medium,Data Scientist
Doctor,Independent,Practical,Low,High,Low,Low,Low,Engineering,11,High,Medium,High,Low,Low,Auditory,5,High,Arts,Flexible,No,Diploma,3.25,Law,Yes,Yes,Low,Routine,High,Medium,3,Shifts,On-site,Medium,30kâ€“60k,Innovation,Yes,9,No,Medium,Low,Low,Medium,Medium,Software Developer
Doctor,Flexible,Analytical,Low,Medium,Medium,Low,Medium,Physics,6,Low,Low,High,High,High,Auditory,1,High,Technology,Rural,Yes,Masters,2.99,Law,No,Yes,Medium,Routine,Low,Low,2,Shifts,Hybrid,High,>100k,Innovation,No,9,No,Medium,High,Low,Low,Low,Chef
Human Resources,Independent,Strategic,High,Low,Medium,Low,Low,Accounting,3,Medium,Low,Medium,High,Medium,Reading/Writing,0,Medium,Lawyer,Flexible,Yes,Bachelors,2.55,Education,No,No,Low,Dynamic,Low,Low,2,9â€“5,Hybrid,Medium,<30k,Security,No,14,No,Medium,High,High,Low,Low,Animator
Design,Collaborative,Practical,Medium,Medium,Medium,High,Medium,Nursing,11,Medium,Low,High,High,Medium,Visual,4,Medium,Public Relations,Flexible,No,Diploma,2.15,Finance,Yes,Yes,Low,Dynamic,Medium,High,2,Freelance,On-site,High,60kâ€“100k,Innovation,No,20,Yes,Medium,Medium,Low,Medium,High,Software Developer
Technology,Flexible,Analytical,Low,Low,Medium,Low,Medium,Philosophy,10,Low,High,High,Low,High,Auditory,5,Medium,Education,Flexible,Yes,Masters,2.75,Finance,Yes,Yes,Low,Dynamic,Medium,Medium,2,9â€“5,On-site,High,30kâ€“60k,Security,No,13,Yes,Low,Low,High,Medium,High,Biotechnologist
Journalism,Independent,Strategic,High,Medium,Medium,Low,Medium,Mechanical Engineering,11,Low,Low,Low,High,Low,Reading/Writing,5,Low,Design,Urban,Yes,PhD,3.71,Retail,Yes,Yes,High,Routine,Medium,Medium,8,Shifts,Hybrid,High,<30k,Security,Yes,6,No,High,High,Medium,Medium,Medium,Technical Writer
Teaching,Independent,Creative,High,Medium,Medium,Low,Medium,Mathematics,12,Low,Low,Medium,High,Low,Auditory,3,High,Journalism,Flexible,No,Masters,3.46,Finance,Yes,Yes,Low,Routine,High,Low,0,Freelance,Hybrid,Low,60kâ€“100k,Recognition,Yes,0,Yes,Medium,Medium,High,Low,Medium,Game Developer
Design,Independent,Practical,High,Low,Low,Low,Low,Engineering,2,Low,Low,Medium,Low,Low,Auditory,2,Medium,Education,Flexible,Yes,Diploma,2.59,Retail,No,No,Low,Routine,Medium,Medium,1,Shifts,Hybrid,Low,<30k,Security,No,14,No,Medium,Low,Medium,Medium,Low,Architecture
Business,Independent,Creative,Low,Low,Medium,Medium,Low,Information Technology,11,High,Medium,Medium,High,Medium,Kinesthetic,2,High,Design,Flexible,Yes,Masters,2.88,Law,No,Yes,Medium,Dynamic,High,Low,4,Shifts,On-site,Low,60kâ€“100k,Recognition,Yes,16,No,Medium,Medium,High,High,Medium,AI Researcher
Arts,Collaborative,Strategic,Medium,Medium,Medium,Low,Low,Environmental Science,3,Low,High,High,Low,Medium,Auditory,3,Medium,Journalism,Urban,No,PhD,3.76,Arts,No,Yes,Medium,Routine,Low,Medium,8,9â€“5,Remote,High,>100k,Security,No,18,Yes,High,High,High,Low,High,Biotechnologist
Education,Flexible,Analytical,Medium,High,Low,Medium,Low,Journalism,20,Low,Medium,Medium,Low,Medium,Kinesthetic,3,Medium,Public Relations,Flexible,Yes,Bachelors,2.81,Education,No,No,Low,Routine,Low,Medium,3,Shifts,Remote,Medium,>100k,Recognition,No,19,No,High,High,Medium,Medium,Low,Civil Engineer
Sales,Flexible,Analytical,High,Medium,Medium,Medium,Medium,Business Administration,0,Medium,High,Low,Low,Low,Auditory,5,High,Sales,Flexible,Yes,Masters,3.7,Tech,No,Yes,Medium,Dynamic,Low,Medium,2,Freelance,Remote,High,<30k,Helping Others,No,7,Yes,High,Low,Medium,Medium,Medium,Logistics Manager
Design,Independent,Practical,Medium,Low,Low,Low,Low,Nursing,7,Low,Medium,Medium,Low,High,Kinesthetic,5,Low,Technology,Rural,Yes,Bachelors,3.31,Retail,No,No,Low,Dynamic,High,High,8,Freelance,Hybrid,Low,60kâ€“100k,Innovation,Yes,14,Yes,High,Low,Low,Medium,High,Data Scientist
Business,Flexible,Practical,High,Low,Medium,High,Medium,Economics,0,Low,Low,Low,Low,Medium,Reading/Writing,3,Medium,Doctor,Rural,No,Masters,3.2,Healthcare,No,No,Low,Dynamic,Medium,Medium,2,Shifts,Remote,Medium,<30k,Helping Others,No,12,Yes,Medium,Low,High,Medium,Low,Hotel Manager
